"Poly_No","Coord_No","Longitude","Latitude","VME_Csquare","VME_Habitat","VME_Indicator","VME_Elements"
1,"1_1",-7.225,36,"VME","Cold seeps","NULL",NA
1,"1_2",-7.225,35.975,"VME","Cold seeps","NULL",NA
1,"1_3",-7.25,35.975,"VME","Cold seeps","NULL",NA
1,"1_4",-7.275,35.975,"VME","Cold seeps","NULL",NA
1,"1_5",-7.3,35.975,"VME","Cold seeps","NULL",NA
1,"1_6",-7.325,35.975,"VME","Cold seeps","NULL",NA
1,"1_7",-7.325,36,"VME","Cold seeps","NULL",NA
1,"1_8",-7.325,36.025,"VME","Cold seeps","NULL",NA
1,"1_9",-7.325,36.05,"VME","Cold seeps","NULL",NA
1,"1_10",-7.325,36.075,"VME","Cold seeps","NULL",NA
1,"1_11",-7.3,36.075,"VME","Cold seeps","NULL",NA
1,"1_12",-7.275,36.075,"VME","Cold seeps","NULL",NA
1,"1_13",-7.25,36.075,"VME","Cold seeps","NULL",NA
1,"1_14",-7.225,36.075,"VME","Cold seeps","NULL",NA
1,"1_15",-7.225,36.05,"VME","Cold seeps","NULL",NA
1,"1_16",-7.225,36.025,"VME","Cold seeps","NULL",NA
2,"2_1",-7.025,36.525,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_2",-7.025,36.55,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_3",-7.025,36.575,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_4",-7.025,36.6,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_5",-7.025,36.625,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_6",-7,36.625,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_7",-6.975,36.625,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_8",-6.975,36.65,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_9",-6.975,36.675,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_10",-6.95,36.675,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_11",-6.925,36.675,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_12",-6.9,36.675,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_13",-6.875,36.675,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_14",-6.875,36.65,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_15",-6.875,36.625,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_16",-6.875,36.6,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_17",-6.875,36.575,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_18",-6.875,36.55,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_19",-6.875,36.525,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_20",-6.9,36.525,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_21",-6.925,36.525,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_22",-6.95,36.525,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_23",-6.975,36.525,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
2,"2_24",-7,36.525,"VME_ Low","Coral Garden_ Mud and sand emergent fauna_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ NULL","NULL_ Sea-pen","Mudvolcano"
3,"3_1",-7.325,36.475,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_2",-7.325,36.5,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_3",-7.325,36.525,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_4",-7.325,36.55,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_5",-7.325,36.575,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_6",-7.3,36.575,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_7",-7.275,36.575,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_8",-7.25,36.575,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_9",-7.225,36.575,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_10",-7.225,36.55,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_11",-7.225,36.525,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_12",-7.225,36.5,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_13",-7.225,36.475,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_14",-7.25,36.475,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_15",-7.275,36.475,"VME","Cold seeps","NULL","Mudvolcano"
3,"3_16",-7.3,36.475,"VME","Cold seeps","NULL","Mudvolcano"
4,"4_1",-8.725,36.675,"Medium","NULL","Gorgonian",NA
4,"4_2",-8.725,36.7,"Medium","NULL","Gorgonian",NA
4,"4_3",-8.725,36.725,"Medium","NULL","Gorgonian",NA
4,"4_4",-8.725,36.75,"Medium","NULL","Gorgonian",NA
4,"4_5",-8.725,36.775,"Medium","NULL","Gorgonian",NA
4,"4_6",-8.7,36.775,"Medium","NULL","Gorgonian",NA
4,"4_7",-8.675,36.775,"Medium","NULL","Gorgonian",NA
4,"4_8",-8.65,36.775,"Medium","NULL","Gorgonian",NA
4,"4_9",-8.625,36.775,"Medium","NULL","Gorgonian",NA
4,"4_10",-8.625,36.75,"Medium","NULL","Gorgonian",NA
4,"4_11",-8.625,36.725,"Medium","NULL","Gorgonian",NA
4,"4_12",-8.625,36.7,"Medium","NULL","Gorgonian",NA
4,"4_13",-8.625,36.675,"Medium","NULL","Gorgonian",NA
4,"4_14",-8.65,36.675,"Medium","NULL","Gorgonian",NA
4,"4_15",-8.675,36.675,"Medium","NULL","Gorgonian",NA
4,"4_16",-8.7,36.675,"Medium","NULL","Gorgonian",NA
5,"5_1",-9.225,36.85,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_2",-9.225,36.825,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_3",-9.25,36.825,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_4",-9.275,36.825,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_5",-9.3,36.825,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_6",-9.325,36.825,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_7",-9.325,36.85,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_8",-9.325,36.875,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_9",-9.325,36.9,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_10",-9.325,36.925,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_11",-9.325,36.95,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_12",-9.325,36.975,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_13",-9.3,36.975,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_14",-9.275,36.975,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_15",-9.25,36.975,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_16",-9.225,36.975,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_17",-9.225,36.95,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_18",-9.225,36.925,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_19",-9.225,36.9,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
5,"5_20",-9.225,36.875,"Low_ Medium","NULL","Sea-pen_ Soft coral_ Gorgonian",NA
6,"6_1",-11.575,36.5,"Medium","NULL","Gorgonian","Seamount"
6,"6_2",-11.575,36.475,"Medium","NULL","Gorgonian","Seamount"
6,"6_3",-11.6,36.475,"Medium","NULL","Gorgonian","Seamount"
6,"6_4",-11.625,36.475,"Medium","NULL","Gorgonian","Seamount"
6,"6_5",-11.65,36.475,"Medium","NULL","Gorgonian","Seamount"
6,"6_6",-11.675,36.475,"Medium","NULL","Gorgonian","Seamount"
6,"6_7",-11.675,36.5,"Medium","NULL","Gorgonian","Seamount"
6,"6_8",-11.675,36.525,"Medium","NULL","Gorgonian","Seamount"
6,"6_9",-11.675,36.55,"Medium","NULL","Gorgonian","Seamount"
6,"6_10",-11.675,36.575,"Medium","NULL","Gorgonian","Seamount"
6,"6_11",-11.675,36.6,"Medium","NULL","Gorgonian","Seamount"
6,"6_12",-11.675,36.625,"Medium","NULL","Gorgonian","Seamount"
6,"6_13",-11.65,36.625,"Medium","NULL","Gorgonian","Seamount"
6,"6_14",-11.625,36.625,"Medium","NULL","Gorgonian","Seamount"
6,"6_15",-11.6,36.625,"Medium","NULL","Gorgonian","Seamount"
6,"6_16",-11.575,36.625,"Medium","NULL","Gorgonian","Seamount"
6,"6_17",-11.575,36.6,"Medium","NULL","Gorgonian","Seamount"
6,"6_18",-11.575,36.575,"Medium","NULL","Gorgonian","Seamount"
6,"6_19",-11.575,36.55,"Medium","NULL","Gorgonian","Seamount"
6,"6_20",-11.575,36.525,"Medium","NULL","Gorgonian","Seamount"
7,"7_1",-10.725,36.95,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_2",-10.725,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_3",-10.75,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_4",-10.775,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_5",-10.8,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_6",-10.825,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_7",-10.825,36.9,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_8",-10.825,36.875,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_9",-10.825,36.85,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_10",-10.825,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_11",-10.85,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_12",-10.875,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_13",-10.9,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_14",-10.925,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_15",-10.925,36.8,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_16",-10.925,36.775,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_17",-10.925,36.75,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_18",-10.925,36.725,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_19",-10.95,36.725,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_20",-10.975,36.725,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_21",-11,36.725,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_22",-11.025,36.725,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_23",-11.025,36.75,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_24",-11.025,36.775,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_25",-11.025,36.8,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_26",-11.025,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_27",-11,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_28",-10.975,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_29",-10.95,36.825,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_30",-10.925,36.85,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_31",-10.925,36.875,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_32",-10.925,36.9,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_33",-10.925,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_34",-10.9,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_35",-10.875,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_36",-10.85,36.925,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_37",-10.825,36.95,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_38",-10.825,36.975,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_39",-10.825,37,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_40",-10.825,37.025,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_41",-10.8,37.025,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_42",-10.775,37.025,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_43",-10.75,37.025,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_44",-10.725,37.025,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_45",-10.725,37,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
7,"7_46",-10.725,36.975,"VME","Coral Garden_ Deep-sea Sponge Aggregations","Gorgonian_ Sponge","Seamount"
8,"8_1",-11.075,36.75,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_2",-11.075,36.725,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_3",-11.1,36.725,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_4",-11.125,36.725,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_5",-11.15,36.725,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_6",-11.175,36.725,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_7",-11.175,36.75,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_8",-11.175,36.775,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_9",-11.175,36.8,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_10",-11.175,36.825,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_11",-11.175,36.85,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_12",-11.175,36.875,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_13",-11.15,36.875,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_14",-11.125,36.875,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_15",-11.1,36.875,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_16",-11.075,36.875,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_17",-11.075,36.85,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_18",-11.075,36.825,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_19",-11.075,36.8,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
8,"8_20",-11.075,36.775,"VME","Deep-sea Sponge Aggregations","Sponge","Seamount"
9,"9_1",-9.225,37.85,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_2",-9.225,37.825,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_3",-9.25,37.825,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_4",-9.275,37.825,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_5",-9.3,37.825,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_6",-9.325,37.825,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_7",-9.325,37.85,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_8",-9.325,37.875,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_9",-9.325,37.9,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_10",-9.325,37.925,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_11",-9.3,37.925,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_12",-9.275,37.925,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_13",-9.25,37.925,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_14",-9.225,37.925,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_15",-9.225,37.9,"Medium","NULL","Gorgonian_ Black coral",NA
9,"9_16",-9.225,37.875,"Medium","NULL","Gorgonian_ Black coral",NA
10,"10_1",-9.375,40.55,"Medium","NULL","Gorgonian",NA
10,"10_2",-9.375,40.525,"Medium","NULL","Gorgonian",NA
10,"10_3",-9.4,40.525,"Medium","NULL","Gorgonian",NA
10,"10_4",-9.425,40.525,"Medium","NULL","Gorgonian",NA
10,"10_5",-9.45,40.525,"Medium","NULL","Gorgonian",NA
10,"10_6",-9.475,40.525,"Medium","NULL","Gorgonian",NA
10,"10_7",-9.475,40.55,"Medium","NULL","Gorgonian",NA
10,"10_8",-9.475,40.575,"Medium","NULL","Gorgonian",NA
10,"10_9",-9.475,40.6,"Medium","NULL","Gorgonian",NA
10,"10_10",-9.475,40.625,"Medium","NULL","Gorgonian",NA
10,"10_11",-9.45,40.625,"Medium","NULL","Gorgonian",NA
10,"10_12",-9.425,40.625,"Medium","NULL","Gorgonian",NA
10,"10_13",-9.4,40.625,"Medium","NULL","Gorgonian",NA
10,"10_14",-9.375,40.625,"Medium","NULL","Gorgonian",NA
10,"10_15",-9.375,40.6,"Medium","NULL","Gorgonian",NA
10,"10_16",-9.375,40.575,"Medium","NULL","Gorgonian",NA
11,"11_1",-9.325,41.475,"Medium","NULL","Gorgonian",NA
11,"11_2",-9.35,41.475,"Medium","NULL","Gorgonian",NA
11,"11_3",-9.375,41.475,"Medium","NULL","Gorgonian",NA
11,"11_4",-9.4,41.475,"Medium","NULL","Gorgonian",NA
11,"11_5",-9.425,41.475,"Medium","NULL","Gorgonian",NA
11,"11_6",-9.425,41.5,"Medium","NULL","Gorgonian",NA
11,"11_7",-9.425,41.525,"Medium","NULL","Gorgonian",NA
11,"11_8",-9.425,41.55,"Medium","NULL","Gorgonian",NA
11,"11_9",-9.425,41.575,"Medium","NULL","Gorgonian",NA
11,"11_10",-9.4,41.575,"Medium","NULL","Gorgonian",NA
11,"11_11",-9.375,41.575,"Medium","NULL","Gorgonian",NA
11,"11_12",-9.35,41.575,"Medium","NULL","Gorgonian",NA
11,"11_13",-9.325,41.575,"Medium","NULL","Gorgonian",NA
11,"11_14",-9.3,41.575,"Medium","NULL","Gorgonian",NA
11,"11_15",-9.275,41.575,"Medium","NULL","Gorgonian",NA
11,"11_16",-9.275,41.55,"Medium","NULL","Gorgonian",NA
11,"11_17",-9.275,41.525,"Medium","NULL","Gorgonian",NA
11,"11_18",-9.275,41.5,"Medium","NULL","Gorgonian",NA
11,"11_19",-9.275,41.475,"Medium","NULL","Gorgonian",NA
11,"11_20",-9.3,41.475,"Medium","NULL","Gorgonian",NA
12,"12_1",-2.075,43.75,"Medium","NULL","Gorgonian",NA
12,"12_2",-2.075,43.725,"Medium","NULL","Gorgonian",NA
12,"12_3",-2.1,43.725,"Medium","NULL","Gorgonian",NA
12,"12_4",-2.125,43.725,"Medium","NULL","Gorgonian",NA
12,"12_5",-2.15,43.725,"Medium","NULL","Gorgonian",NA
12,"12_6",-2.175,43.725,"Medium","NULL","Gorgonian",NA
12,"12_7",-2.175,43.75,"Medium","NULL","Gorgonian",NA
12,"12_8",-2.175,43.775,"Medium","NULL","Gorgonian",NA
12,"12_9",-2.175,43.8,"Medium","NULL","Gorgonian",NA
12,"12_10",-2.175,43.825,"Medium","NULL","Gorgonian",NA
12,"12_11",-2.15,43.825,"Medium","NULL","Gorgonian",NA
12,"12_12",-2.125,43.825,"Medium","NULL","Gorgonian",NA
12,"12_13",-2.1,43.825,"Medium","NULL","Gorgonian",NA
12,"12_14",-2.075,43.825,"Medium","NULL","Gorgonian",NA
12,"12_15",-2.075,43.8,"Medium","NULL","Gorgonian",NA
12,"12_16",-2.075,43.775,"Medium","NULL","Gorgonian",NA
13,"13_1",-3.775,43.65,"Medium","NULL","Gorgonian",NA
13,"13_2",-3.775,43.625,"Medium","NULL","Gorgonian",NA
13,"13_3",-3.8,43.625,"Medium","NULL","Gorgonian",NA
13,"13_4",-3.825,43.625,"Medium","NULL","Gorgonian",NA
13,"13_5",-3.85,43.625,"Medium","NULL","Gorgonian",NA
13,"13_6",-3.875,43.625,"Medium","NULL","Gorgonian",NA
13,"13_7",-3.875,43.65,"Medium","NULL","Gorgonian",NA
13,"13_8",-3.875,43.675,"Medium","NULL","Gorgonian",NA
13,"13_9",-3.875,43.7,"Medium","NULL","Gorgonian",NA
13,"13_10",-3.875,43.725,"Medium","NULL","Gorgonian",NA
13,"13_11",-3.85,43.725,"Medium","NULL","Gorgonian",NA
13,"13_12",-3.825,43.725,"Medium","NULL","Gorgonian",NA
13,"13_13",-3.8,43.725,"Medium","NULL","Gorgonian",NA
13,"13_14",-3.775,43.725,"Medium","NULL","Gorgonian",NA
13,"13_15",-3.775,43.7,"Medium","NULL","Gorgonian",NA
13,"13_16",-3.775,43.675,"Medium","NULL","Gorgonian",NA
14,"14_1",-9.575,43,"Medium","NULL","Gorgonian",NA
14,"14_2",-9.575,42.975,"Medium","NULL","Gorgonian",NA
14,"14_3",-9.6,42.975,"Medium","NULL","Gorgonian",NA
14,"14_4",-9.625,42.975,"Medium","NULL","Gorgonian",NA
14,"14_5",-9.65,42.975,"Medium","NULL","Gorgonian",NA
14,"14_6",-9.675,42.975,"Medium","NULL","Gorgonian",NA
14,"14_7",-9.675,43,"Medium","NULL","Gorgonian",NA
14,"14_8",-9.675,43.025,"Medium","NULL","Gorgonian",NA
14,"14_9",-9.675,43.05,"Medium","NULL","Gorgonian",NA
14,"14_10",-9.675,43.075,"Medium","NULL","Gorgonian",NA
14,"14_11",-9.65,43.075,"Medium","NULL","Gorgonian",NA
14,"14_12",-9.625,43.075,"Medium","NULL","Gorgonian",NA
14,"14_13",-9.6,43.075,"Medium","NULL","Gorgonian",NA
14,"14_14",-9.575,43.075,"Medium","NULL","Gorgonian",NA
14,"14_15",-9.575,43.05,"Medium","NULL","Gorgonian",NA
14,"14_16",-9.575,43.025,"Medium","NULL","Gorgonian",NA
15,"15_1",-2.175,44.3,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
15,"15_2",-2.175,44.275,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
15,"15_3",-2.2,44.275,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
15,"15_4",-2.225,44.275,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
15,"15_5",-2.25,44.275,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
15,"15_6",-2.275,44.275,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
15,"15_7",-2.275,44.3,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
15,"15_8",-2.275,44.325,"VME","Coral Garden_ NULL","Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Anemones",NA
