"Poly_No","Coord_No","Longitude","Latitude","VME_Csquare","VME_Habitat","VME_Indicator","VME_Elements"
80,"80_55",-14.625,57.275,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_56",-14.625,57.25,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_57",-14.625,57.225,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_58",-14.625,57.2,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_59",-14.625,57.175,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_60",-14.65,57.175,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_61",-14.675,57.175,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_62",-14.675,57.15,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_63",-14.675,57.125,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_64",-14.675,57.1,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_65",-14.675,57.075,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_66",-14.65,57.075,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_67",-14.625,57.075,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_68",-14.625,57.1,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_69",-14.625,57.125,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_70",-14.6,57.125,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_71",-14.575,57.125,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_72",-14.55,57.125,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_73",-14.525,57.125,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_74",-14.525,57.1,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_75",-14.525,57.075,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_76",-14.525,57.05,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_77",-14.525,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_78",-14.55,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_79",-14.575,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_80",-14.575,57,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_81",-14.575,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_82",-14.55,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_83",-14.525,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_84",-14.525,56.95,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_85",-14.525,56.925,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_86",-14.525,56.9,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_87",-14.525,56.875,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_88",-14.525,56.85,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_89",-14.525,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_90",-14.5,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_91",-14.475,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_92",-14.475,56.85,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_93",-14.475,56.875,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_94",-14.475,56.9,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_95",-14.475,56.925,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_96",-14.475,56.95,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_97",-14.475,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_98",-14.475,57,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_99",-14.475,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_100",-14.45,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_101",-14.425,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_102",-14.4,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_103",-14.375,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_104",-14.375,57,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_105",-14.375,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_106",-14.35,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_107",-14.325,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_108",-14.3,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_109",-14.275,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_110",-14.275,57,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_111",-14.275,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_112",-14.25,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_113",-14.225,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_114",-14.2,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_115",-14.175,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_116",-14.15,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_117",-14.125,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_118",-14.1,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_119",-14.075,57.025,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_120",-14.075,57,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_121",-14.075,56.975,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_122",-14.075,56.95,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_123",-14.075,56.925,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_124",-14.05,56.925,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_125",-14.025,56.925,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_126",-14.025,56.9,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_127",-14.025,56.875,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_128",-14.025,56.85,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_129",-14.025,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_130",-14.025,56.8,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_131",-14.025,56.775,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_132",-14,56.775,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_133",-13.975,56.775,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_134",-13.95,56.775,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_135",-13.925,56.775,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_136",-13.925,56.8,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_137",-13.925,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_138",-13.9,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_139",-13.875,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
80,"80_140",-13.85,56.825,"High_ VME_ Low_ Medium","Coral Garden_ Cold-water coral reef_ Deep-sea Sponge Aggregations_ Tube-dwelling anemone aggregations_ Seapen fields_ NULL","NULL_ Stony coral_ Gorgonian_ Sponge_ Sea-pen_ Cup coral_ Black coral_ Soft coral_ Stylasterids",NA
