"","area","perc"
"Core MBCG area 2015-18 outside the MBCG footprint",1158.09258983179,4.97558188495676
"Less important MBCG area 2015-18 outside the MBCG footprint",5482.64786151298,23.5554252059441
"Unfished MBCG area 2015-18 outside the MBCG footprint",22164.1182737015,73.2647069600001
